,freq(Hz),voltage
0,0.8333500030995037,2.433013344199793e-05
1,1.2500250046492556,6.967880118094989e-05
2,1.6667000061990074,7.743270410055531e-05
3,2.083375007748759,2.890952702690987e-05
4,2.500050009298511,2.4313480853322613e-05
5,2.9167250108482627,7.513336610451063e-05
6,3.3334000123980148,5.547706774169114e-05
7,3.7500750139477663,2.9012551624705284e-05
8,4.166750015497518,3.967723153290359e-05
9,4.58342501704727,8.721546979738399e-05
10,5.000100018597022,1.8584937784404178e-05
11,5.4167750201467735,3.0969920909537275e-05
12,5.8334500216965255,7.865691424953434e-05
13,6.2501250232462775,5.482302475171784e-05
14,6.6668000247960295,2.7158105717870367e-05
15,7.0834750263457815,3.7314449108373173e-05
16,7.500150027895533,7.171439824183115e-05
17,7.916825029445285,5.050332392655521e-05
18,8.333500030995037,3.546654473645722e-05
19,8.750175032544789,5.8319852361321696e-05
20,9.16685003409454,7.044048237089396e-05
21,9.583525035644293,8.386782172713128e-06
22,10.000200037194045,4.617718864459212e-05
23,10.416875038743797,7.82549376094404e-05
24,10.833550040293547,5.255617265081358e-05
25,11.250225041843299,1.749960522204188e-05
26,11.666900043393051,7.250125286962356e-05
27,12.083575044942803,7.007471110659426e-05
28,12.500250046492555,2.56903883176341e-05
29,12.916925048042307,2.238229034683099e-05
30,13.333600049592059,7.553143484019436e-05
31,13.750275051141811,6.519835927911694e-05
32,14.166950052691563,1.7709518188393476e-05
33,14.583625054241315,4.801600550647928e-05
34,15.000300055791065,8.217100004769082e-05
35,15.416975057340817,3.4237937233402084e-05
36,15.83365005889057,3.975823559155293e-05
37,16.25032506044032,6.753732430767897e-05
38,16.667000061990073,6.856065549813068e-05
39,17.083675063539825,2.2288439835257165e-05
40,17.500350065089577,6.80453292620429e-05
41,17.91702506663933,7.497876063373656e-05
42,18.33370006818908,5.657254513714645e-05
43,18.750375069738833,3.268831082076145e-05
44,19.167050071288585,7.139914041097194e-05
45,19.583725072838337,7.098407267111957e-05
46,20.00040007438809,3.902192888681541e-05
47,20.41707507593784,4.546216729472471e-05
48,20.833750077487593,7.08546886872623e-05
49,21.250425079037345,8.577828957474033e-05
50,21.667100080587094,2.5292298440866337e-05
51,22.083775082136846,7.023231556406091e-05
52,22.500450083686598,7.913922991414339e-05
53,22.91712508523635,5.6913878336568464e-05
54,23.333800086786102,5.600957507927927e-05
55,23.750475088335854,7.553679238187538e-05
56,24.167150089885606,8.599787980564062e-05
57,24.583825091435358,1.3966954832006896e-05
58,25.00050009298511,8.148815830099304e-05
59,25.417175094534862,8.85639533388824e-05
60,25.833850096084614,6.302878147262375e-05
61,26.250525097634366,3.494373614493957e-05
62,26.667200099184118,9.941152513351682e-05
63,27.08387510073387,8.118593322836607e-05
64,27.500550102283622,3.01120606451014e-05
65,27.917225103833374,6.888921425063662e-05
66,28.333900105383126,0.00010241712823731876
67,28.750575106932878,8.315461022661114e-05
68,29.16725010848263,2.7274485399747974e-05
69,29.583925110032382,8.572270820898464e-05
